osm_id,osm_type,final_name,place,population,geoid
154337837,node,Docheno,hamlet,,
154337914,node,Free Home,hamlet,,
154337939,node,Cane Creek,hamlet,,
154338206,node,Okolona Estates,neighbourhood,,
154338222,node,Chattawood,neighbourhood,,
154338250,node,Peachtree North,neighbourhood,,
154338261,node,Rambling Woods,neighbourhood,,
154338273,node,Red Fox,hamlet,,
154338287,node,West Winter,hamlet,,
154338360,node,Pine Haven,neighbourhood,,
154338413,node,Ethridge,hamlet,,
154338514,node,Canto,hamlet,,
154338641,node,Springwood,hamlet,,
154338675,node,Sulphur Springs,locality,,3702140
154339076,node,Swannanoa Hills,neighbourhood,,
154339178,node,Tramlin Acres,hamlet,,
154339260,node,Watkins Mill,hamlet,,
154339310,node,Northmont,hamlet,,
154339328,node,Little Switzerland,hamlet,,
154339360,node,Embassy East,neighbourhood,,3712000
154339553,node,Sequoyah Heights,hamlet,,
154339568,node,Staunton,hamlet,,
154339575,node,Snapfinger,hamlet,,
154339581,node,Stonewood,neighbourhood,,
154339670,node,Southeast Newberry,hamlet,,
154339780,node,Country Club Heights,hamlet,,
154339834,node,Pinewood Estates,hamlet,,
154339854,node,Promised Land,village,,
154339883,node,Batesville,hamlet,,
154339954,node,Dalton,hamlet,,
154340048,node,Peppertree,hamlet,,
154340081,node,Rankin,hamlet,,
154340114,node,Bolton Estates,hamlet,,
154340123,node,Hobart Meadows,hamlet,,
154340177,node,Baker Bluff,neighbourhood,,
154340503,node,Parkertown Mill,hamlet,,
154340578,node,Deep Springs,hamlet,,
154340605,node,Rock Hill,hamlet,,
154340634,node,Redwine,hamlet,,
154340707,node,Pooletown,hamlet,,
154341003,node,Holly Springs,hamlet,,
154341046,node,Ragin Estates,hamlet,,
154341055,node,Parkwood,hamlet,,
154341288,node,Barrett,locality,,
154341466,node,Advent Crossroads,hamlet,,
154341506,node,Biltmore,hamlet,,
154341532,node,Mountain View,hamlet,,
154341537,node,Sweetwater Farms,hamlet,,
154341547,node,Beaver Dam,hamlet,,
154341569,node,Challedon West,hamlet,,
154341583,node,Broadview,neighbourhood,,3764740
154341733,node,Galewood,hamlet,,
154341807,node,Union Grove,hamlet,,
154341811,node,Emory Valley,hamlet,,
154341936,node,Shadow Wood,neighbourhood,,
154342055,node,Lenora,suburb,,
154342065,node,North River Crossing,neighbourhood,,
154342078,node,Green Valley,neighbourhood,,
154342093,node,Bacchus,hamlet,,
154342389,node,Holttown,hamlet,,
154342561,node,West Anderson,hamlet,,
154342637,node,Coker Creek,hamlet,,
154342720,node,Fingerville,hamlet,,
154342772,node,Westerwood Acres,hamlet,,
154342810,node,Rockdale,hamlet,,3704960
154342836,node,Ivy Hills,hamlet,,3736480
154342868,node,Plainfield,hamlet,,
154342886,node,Boyds Creek,village,,
154343065,node,Plymouth Park,neighbourhood,,
154343134,node,Sundown on Lanier,hamlet,,
154343142,node,Woodlake,hamlet,,
154343282,node,Cedar Grove Park,hamlet,,
154343314,node,Cedar Lane Gardens,hamlet,,
154343334,node,Ashford,hamlet,,
154343346,node,Guignard Park,hamlet,,
154343385,node,Cotton Grove,hamlet,,
154343406,node,Chanteloupe Country Estates,hamlet,,3723600
154343430,node,Arthur,hamlet,,
154343478,node,Double Island,hamlet,,
154343574,node,Marshall,hamlet,,
154343771,node,Rural Ridge,neighbourhood,,
154344213,node,Camp Cox,hamlet,,
154344239,node,Thorn Grove,hamlet,,
154344252,node,Morgan Ford,hamlet,,
154344360,node,Craytonia,hamlet,,
154344563,node,Brandon Hills,hamlet,,
154344583,node,New Furman Heights,hamlet,,
154344730,node,Piney Flats,village,,
154344766,node,Goshen,hamlet,,
154344804,node,Alexander Mill,hamlet,,
154344824,node,Shannon Park,hamlet,,
154344845,node,Hickory Hill,hamlet,,
154344865,node,Chestnut Trails,hamlet,,
154344877,node,Amelia,hamlet,,
154344910,node,Bina,hamlet,,
154344934,node,Lake Rugby,hamlet,,
154345008,node,Ernestville,hamlet,,
154345019,node,Wagoner,hamlet,,
154345148,node,Thomasboro,suburb,,3712000
154345164,node,Bethel,hamlet,,
154345181,node,Lockeland,hamlet,,3758860
154345199,node,Westchester,neighbourhood,,
154345229,node,Country Place,hamlet,,
154345271,node,Cedar Terrace,hamlet,,
154345289,node,Golden Acre Mobile Home Park,hamlet,,
154345322,node,Wyricktown,hamlet,,
154345365,node,Houstonville,hamlet,,
154345627,node,Pate Hill,hamlet,,
154345717,node,Dora,hamlet,,
154345732,node,Oakley,neighbourhood,,3702140
154345875,node,Cedar Hill,hamlet,,
154345980,node,Marion,hamlet,,
154346013,node,Bethesda,hamlet,,
154346041,node,Cool Branch,hamlet,,
154346083,node,Sunway Knolls,hamlet,,
154346116,node,Adako,hamlet,,
154346323,node,Crosby,neighbourhood,,
154346639,node,Bat Harbor,hamlet,,
154346658,node,Pinehurst,hamlet,,
154346699,node,Merriweather Estates,hamlet,,
154346711,node,Fox Hall,hamlet,,3775000
154346726,node,Lomax,hamlet,,
154346764,node,Grapewood,hamlet,,
154346775,node,Grimshawes,hamlet,,
154346789,node,Country Club Estates,hamlet,,
154346811,node,Arline,hamlet,,
154346908,node,Southgate,hamlet,,
154346928,node,Musical Heights,hamlet,,
154346935,node,Homestead Estates,hamlet,,
154346937,node,Fairview,hamlet,,
154346939,node,Clatworthy Crossroads,hamlet,,
154347093,node,Jefferson Valley,hamlet,,
154347204,node,Paint Hill,hamlet,,
154347337,node,Laurel Park,hamlet,,3706500
154347471,node,Hyatt Creek,hamlet,,
154347483,node,High Rock Mountain Shores,hamlet,,
154347525,node,Goodluck,hamlet,,3732580
154347573,node,Thermal Valley,hamlet,,3758460
154347666,node,Brown Mountain Beach,locality,,
154347718,node,Beechertown,hamlet,,
154347796,node,Elm Abode,hamlet,,
154347894,node,Sugar Hill,hamlet,,
154347926,node,Oscarville,hamlet,,
154348020,node,New Home,hamlet,,
154348044,node,Deans,hamlet,,
154348101,node,Cedar Hills,neighbourhood,,
154348105,node,Vinton Woods,hamlet,,
154348187,node,Tranquil Hill,hamlet,,
154348209,node,Fosters Grove,hamlet,,
154348224,node,Texana,hamlet,,
154348238,node,Mayesville East Subdivision,hamlet,,
154348274,node,Ware Shoals,village,,
154348286,node,Bonnie Forest,hamlet,,
154348301,node,Sandy Ridge,hamlet,,
154348348,node,Hardin Estates,hamlet,,
154348388,node,Oakhurst,suburb,,3712000
154348457,node,Hammond,hamlet,,
154348470,node,Oakleigh Estates,neighbourhood,,
154348586,node,Idlewilde,hamlet,,
154348633,node,Dumplin Mill,hamlet,,
154348645,node,Duo,hamlet,,
154348767,node,Crescent,hamlet,,
154348802,node,Sunshine,hamlet,,
154348815,node,Calico Place,hamlet,,3725380
154348827,node,Mallard Lakes,hamlet,,3775000
154348828,node,Spicewood Acres,hamlet,,
154348846,node,Rolling Hills,hamlet,,3758860
154348859,node,Mission,hamlet,,
154348878,node,Porter,hamlet,,
154349268,node,Williamsburg Square,hamlet,,3775000
154349326,node,Malonee Mill,hamlet,,
154349347,node,Marys Grove,hamlet,,
154349378,node,Town Creek,hamlet,,
154349406,node,Lake Ranch,hamlet,,
154349598,node,Kikers,hamlet,,
154349614,node,Norton,hamlet,,
154349667,node,Orrs,hamlet,,
154349684,node,Sunset Hills,neighbourhood,,
154349694,node,Howard,hamlet,,
154349709,node,Barnardsville,hamlet,,3703720
154349903,node,Oak Point,hamlet,,
154350014,node,Purlear,hamlet,,
154350022,node,Creek View,hamlet,,3775000
154350040,node,Kingswood,hamlet,,
154350057,node,Jefferson Heights,hamlet,,3758860
154350068,node,Mine Mountain Estates,hamlet,,
154350234,node,Pinckney,hamlet,,
154350247,node,Bellwood Estates,hamlet,,
154350266,node,Roseman Heights,hamlet,,
154350278,node,Sharon,hamlet,,
154350297,node,Brookwood Trailer Park,hamlet,,
154350329,node,Polson Crossroads,hamlet,,
154350341,node,Tompkins Cross Roads,hamlet,,
154350374,node,Lexing-Town Estates,hamlet,,
154350467,node,Huntington North,hamlet,,
154350538,node,Beth Eden,hamlet,,
154350635,node,Friendship,hamlet,,
154350664,node,Feasterville,hamlet,,
154350677,node,Seward,hamlet,,
154350685,node,Kona,hamlet,,
154350757,node,Choestoe,hamlet,,
154350864,node,Embreeville,hamlet,,
154350914,node,Acapulco,neighbourhood,,
154350966,node,Causeway Branch,neighbourhood,,
154351028,node,Summit,neighbourhood,,
154351092,node,Enoree Hills,hamlet,,
154351139,node,Harth Addition,hamlet,,
154351179,node,Mount Airy Springs,hamlet,,
154351198,node,Pinewood Heights,hamlet,,
154351216,node,Forest Hills,hamlet,,
154351239,node,Fort Loudon,hamlet,,
154351246,node,Frost,hamlet,,
154351273,node,New Hope,hamlet,,
154351355,node,Green Hill Plantation,hamlet,,
154351376,node,Hughes Heights,hamlet,,
154351383,node,Briargate,hamlet,,
154351547,node,Green Meadows,hamlet,,
154352331,node,Callaway,hamlet,,
154352408,node,Tuckasegee,hamlet,,
154352426,node,Glen Anna,hamlet,,3767420
154352440,node,Brookdale,hamlet,,3730720
154352468,node,Franklin Grove,hamlet,,
154352486,node,Chapel Hill,hamlet,,
154352495,node,Ebenezer,hamlet,,
154352501,node,Luther,hamlet,,
154352639,node,Liberty Hill,hamlet,,
154352693,node,Junker,locality,,3712000
154352707,node,Friendship,hamlet,,
154352766,node,Unaka Springs,hamlet,,
154352779,node,Sodyeco,suburb,,
154353121,node,Cricket Hill,neighbourhood,,
154353131,node,Barnetts,hamlet,,
154353245,node,Lanier Woods North,neighbourhood,,
154353503,node,Calico,hamlet,,
154353544,node,Corinth,hamlet,,
154353563,node,Lovell,hamlet,,
154353618,node,Buffalo Cove,hamlet,,
154354219,node,Powelltown,hamlet,,
154354268,node,Cherokee Farms,hamlet,,
154354303,node,Forest Hills,hamlet,,3758860
154354320,node,Hamilton Crossroads,hamlet,,
154354335,node,Teresita,hamlet,,
154354458,node,Poplar Grove,hamlet,,
154354465,node,Newcomb,hamlet,,
154354519,node,Paulette,hamlet,,
154354710,node,Overlook Village,neighbourhood,,
154354728,node,Sherwood Forest,hamlet,,
154354959,node,Cloverhill Plantation,hamlet,,
154355089,node,Maison,hamlet,,
154355103,node,Ash Hill,hamlet,,
154355111,node,Colfax,hamlet,,
154355129,node,Deerwood,hamlet,,3712000
154355146,node,Shacktown,hamlet,,
154355164,node,Maple Grove,hamlet,,
154355176,node,Center,hamlet,,
154355209,node,White Plains Crossroad,hamlet,,
154355217,node,Brookfield Acres,neighbourhood,,
154355233,node,Gayle Mill,hamlet,,
154355278,node,Davis,hamlet,,
154355319,node,Pleasant Hill,suburb,,
154355371,node,Baton,hamlet,,
154355732,node,Murphy Heights,hamlet,,3764500
154355894,node,Beacon Hills,hamlet,,
154355906,node,Silica,hamlet,,
154355927,node,Westbourne,hamlet,,
154355944,node,Parkland Acres,neighbourhood,,
154355963,node,Westmoreland Heights,neighbourhood,,
154355986,node,Rice Bend,hamlet,,
154355997,node,Bel Air One,hamlet,,
154356109,node,Biddleville,suburb,,3712000
154356121,node,Lawsonville,hamlet,,
154356175,node,Ashland,hamlet,,
154356190,node,Plott Farm Addition,hamlet,,
154356208,node,Bowlens Creek,hamlet,,
154356217,node,Forest Hills,hamlet,,
154356443,node,Earles Grove,hamlet,,
154356497,node,Tanglewood,hamlet,,
154356504,node,Clemson Heights,hamlet,,
154356535,node,Groveland Dell,hamlet,,
154356574,node,Sulphur Springs,hamlet,,
154356587,node,Old Forest,hamlet,,
154356597,node,Brunsons Store,hamlet,,
154356992,node,Brinkley Estates,hamlet,,
154357003,node,Mount Gilead,hamlet,,
154357190,node,Emma,hamlet,,3721260
154357273,node,Coldwater,hamlet,,
154357288,node,Northview,hamlet,,3764740
154357451,node,Campton,hamlet,,
154357471,node,Pleasant Hill,hamlet,,
154357577,node,Sycamore,hamlet,,
154357586,node,Pine Hall,hamlet,,
154357601,node,Rolling Green,neighbourhood,,3702140
154357606,node,Frank,hamlet,,
154357607,node,Martins Creek,hamlet,,
154357648,node,Oak Park,hamlet,,
154357656,node,Tulula,hamlet,,
154357851,node,Sunset,hamlet,,
154357881,node,Toney Creek,hamlet,,
154358024,node,Liberia,hamlet,,
154358046,node,Mechanicsville,hamlet,,
154358209,node,Happy Valley,hamlet,,
154358220,node,Guntown,hamlet,,
154358368,node,Friendly Village of Crooked Creek,neighbourhood,,
154358467,node,Wild Fern,neighbourhood,,
154358516,node,Tanglewood,hamlet,,
154358682,node,Willis,hamlet,,
154358697,node,Bluff Estates,hamlet,,
154358713,node,Twin Oaks,hamlet,,3738060
154358725,node,Valley Oaks,hamlet,,
154359103,node,Toccoa Falls,locality,,
154359174,node,North Springhaven,hamlet,,3700680
154359217,node,Peewee,hamlet,,
154359286,node,Sandy Plains,hamlet,,
154359310,node,Thankful,hamlet,,
154359322,node,Sherwood Ridge,hamlet,,
154359338,node,Winthrop Heights,hamlet,,
154359437,node,Hemp,hamlet,,
154359476,node,Lunday,hamlet,,
154359498,node,Beech Glen,hamlet,,
154359600,node,Pleasant Hill,hamlet,,3752920
154359617,node,Roaring Gap,hamlet,,
154359628,node,Sega Lake,hamlet,,
154359647,node,East Flat Rock,hamlet,,3719420
154359783,node,Dutch Valley,hamlet,,
154359794,node,Midway,hamlet,,
154360039,node,Overbrook Acres,hamlet,,3758860
154360051,node,Heatherwood,hamlet,,3712000
154360070,node,Ebenezer,hamlet,,
154360108,node,Dillingham,hamlet,,
154360146,node,Oldwoods,hamlet,,
154360164,node,Hidden Acres Estates,hamlet,,
154360186,node,Huntington,hamlet,,
154360207,node,Bear Wallow Hollow,hamlet,,
154360227,node,Raintree Acres,hamlet,,
154360245,node,Tupelo Hills,hamlet,,
154360326,node,Luther,hamlet,,
154360345,node,Papaw,hamlet,,
154360467,node,Waverly Woods,hamlet,,
154360531,node,Arbor Acres,hamlet,,
154360655,node,Draco,hamlet,,
154360801,node,Wilshire Park,neighbourhood,,3702140
154360869,node,Yacht Cove,hamlet,,
154360922,node,Harmon,hamlet,,
154361366,node,Turnersburg,hamlet,,
154361379,node,Damascus,hamlet,,
154361387,node,Nims,hamlet,,3744960
154361396,node,Ingleside,hamlet,,
154361482,node,Sharpes Hill,hamlet,,
154361554,node,Scurry,hamlet,,
154361566,node,Greenfield Acres,hamlet,,
154361586,node,Poplar Springs,hamlet,,
154361702,node,Union Ridge,hamlet,,3775000
154361742,node,Sheltontown,hamlet,,
154361748,node,Worry,hamlet,,
154361850,node,Evergreen,hamlet,,
154361877,node,Brookmeade,hamlet,,3764740
154361953,node,Greene Cove,hamlet,,
154362298,node,Green Valley,hamlet,,
154362362,node,Bell Bridge,hamlet,,
154362419,node,Cloverdale,hamlet,,
154362437,node,Littleton,hamlet,,
154362507,node,Meadowbrook,neighbourhood,,
154362522,node,Williams Springs,hamlet,,
154362559,node,Mill Brook,hamlet,,
154362612,node,Springdale Estates,neighbourhood,,
154362637,node,Stinking Creek,hamlet,,
154362755,node,Campton,hamlet,,
154362885,node,Bald Mountain,hamlet,,
154363350,node,Woodsen,hamlet,,
154363395,node,Marble City,suburb,,
154363459,node,Sequoia Hills,hamlet,,
154363470,node,Belvins,hamlet,,
154363483,node,Jackson Heights,hamlet,,
154363530,node,Ravenwood,hamlet,,3723600
154363560,node,Windward Trail,hamlet,,
154363583,node,Cowarts,hamlet,,
154363695,node,East Kingsport,hamlet,,
154363896,node,Hicklin Crossing,hamlet,,
154363913,node,Huntington Heights,hamlet,,
154364159,node,New Prospect,hamlet,,
154364230,node,Red Stone,hamlet,,
154364291,node,Buena Vista,hamlet,,
154364952,node,Houston,hamlet,,
154365018,node,Cloverdale,hamlet,,3725380
154365071,node,Hoodtown,hamlet,,
154365083,node,Gilstrap,hamlet,,
154365097,node,Avondale Heights,hamlet,,
154365102,node,Pine Ridge,hamlet,,
154365112,node,Oakland Gardens,hamlet,,
154365126,node,Glen Ridge,hamlet,,
154365146,node,Bonds Crossroads,hamlet,,
154365156,node,Mountain Brook,hamlet,,
154365170,node,Three Fountains,hamlet,,
154365208,node,West View,hamlet,,
154365226,node,Quail Hollow,hamlet,,
154365235,node,Knoxwood,hamlet,,
154365293,node,Pine Mark,hamlet,,
154365323,node,Marlow,hamlet,,
154365341,node,Isenhour,hamlet,,
154365360,node,Tryon Hills,suburb,,3712000
154365382,node,Handy,hamlet,,
154365395,node,Cataloochee,hamlet,,
154365422,node,Windy Gap,hamlet,,
154365636,node,Benefit,hamlet,,
154365884,node,Bradley,hamlet,,
154365898,node,Hog Mountain,hamlet,,
154366475,node,Valley Dale Park,hamlet,,
154366497,node,Woodburn,hamlet,,
154366510,node,Horneytown,hamlet,,
154366531,node,Yorkmont,hamlet,,3712000
154366545,node,Hester,hamlet,,
154366572,node,Friendship,hamlet,,
154366619,node,Sanders Subdivision,hamlet,,
154366634,node,Dyson,hamlet,,
154366646,node,Forest Hills,hamlet,,
154366673,node,Blair,hamlet,,
154366705,node,Carter Crossing,neighbourhood,,
154366720,node,Gravelly Hills,hamlet,,
154366729,node,Graveston,hamlet,,
154366880,node,Indian Hills,hamlet,,
154366890,node,Ridgefields,neighbourhood,,
154366901,node,Bryson Mountain,hamlet,,
154367036,node,Edmund,hamlet,,
154367045,node,Marietta,hamlet,,
154367111,node,Rosehill Park,hamlet,,
154367129,node,Hallmark,hamlet,,
154367134,node,Hillside,hamlet,,
154367152,node,Briarcliff Estates,hamlet,,
154367205,node,Windmere,hamlet,,
154367457,node,Toqua,hamlet,,
154367507,node,Wyloway,neighbourhood,,
154367582,node,Colony South,hamlet,,
154367591,node,McClure,hamlet,,
154367703,node,Red Brush,hamlet,,
154367736,node,Cane Savannah,hamlet,,
154367790,node,Maretts,hamlet,,
154367799,node,West Springs,hamlet,,
154367926,node,Minneapolis,hamlet,,
154368029,node,Tucker,locality,,
154368082,node,Mica,hamlet,,
154368331,node,Pepper Ridge,hamlet,,
154368418,node,Mill Creek Estates,hamlet,,
154368446,node,Cedar Estates,hamlet,,
154368458,node,Shooks,hamlet,,
154368491,node,Irving,hamlet,,
154368509,node,Cantys Lane,hamlet,,
154368523,node,Mundys Point,neighbourhood,,
154368541,node,Franklin,hamlet,,
154368619,node,Montclaire,suburb,,3712000
154368642,node,Beverly Acres,hamlet,,
154368656,node,Pumpkin Center,hamlet,,
154368887,node,Ravinwood,hamlet,,
154368928,node,Limestone,hamlet,,
154368983,node,Glendale,hamlet,,
154369032,node,Chaska,hamlet,,
154369049,node,Saluda River Estates,neighbourhood,,
154369066,node,Hill and Dale,hamlet,,
154369122,node,General Sumter Estates,neighbourhood,,
154369135,node,Hicks Store,hamlet,,
154369165,node,Dixie Crossing,hamlet,,
154369181,node,Talc Mountain,hamlet,,
154369234,node,Cooksville,hamlet,,
154369242,node,Wescliff,hamlet,,
154369251,node,Blaine,hamlet,,
154369283,node,Sand Hill,quarter,,3702140
154369436,node,Brookmead,neighbourhood,,
154369475,node,Rocky Hill,suburb,,
154369504,node,Hope Park,hamlet,,3712000
154369562,node,Rogers,hamlet,,
154369625,node,Shatley Springs,hamlet,,
154369695,node,Wallaceville,hamlet,,
154369717,node,Speedwell,hamlet,,
154369760,node,Neal Shoals,hamlet,,
154369761,node,Woodland Acres,hamlet,,
154369762,node,Monterey Park,hamlet,,3755260
154369763,node,Rock Springs,hamlet,,
154369776,node,Corbin Hills,hamlet,,3758860
154369783,node,Ridgeview Acres,hamlet,,
154369786,node,Cross William MHP,hamlet,,
154369796,node,Cinnimon Woods,hamlet,,3719420
154369822,node,Neatman,hamlet,,
154369840,node,Cliffside,hamlet,,3713100
154369854,node,Ravensford,hamlet,,3712140
154369887,node,Pyatte,hamlet,,
154369915,node,Longview Point,neighbourhood,,
154369926,node,Shadow Brook,hamlet,,
154369938,node,Dodgetown,hamlet,,
154369955,node,Clover Fork Acres,hamlet,,3700680
154370247,node,Shadow Moss,hamlet,,
154370274,node,Cedar Hill,hamlet,,
154370292,node,La Mancha,neighbourhood,,
154370315,node,Spruce Pine,hamlet,,
154370324,node,Marlyn Hills,hamlet,,
154370433,node,Riverdale,neighbourhood,,
154370470,node,Rayon Terrace,hamlet,,
154370487,node,Mount Area Estates,neighbourhood,,
154370507,node,New Hope,hamlet,,
154370533,node,Salem,hamlet,,
154370547,node,Red Acres,hamlet,,3758860
154370554,node,Westwood,hamlet,,
154370566,node,Redmon,hamlet,,
154370577,node,Rosemont,neighbourhood,,3712000
154370590,node,Boyden Arbor,hamlet,,
154370616,node,Arrowood Estates,hamlet,,
154370634,node,Caravelle Heights,hamlet,,
154370651,node,Anderson,locality,,
154370666,node,Black Oak,hamlet,,
154370679,node,Rena,hamlet,,
154370691,node,Lucia,hamlet,,
154370711,node,Pinehurst,hamlet,,3725380
154370754,node,Harbin Acres,hamlet,,
154370774,node,Forest Park,hamlet,,
154370880,node,Bybee,hamlet,,
154370896,node,Hill-N-Dale,hamlet,,
154371043,node,Mountain View Addition,hamlet,,
154371053,node,Cedar Hills,hamlet,,
154371064,node,Northhampton Acres,neighbourhood,,
154371079,node,Bent Tree,hamlet,,
154371105,node,Rotherwood Heights,neighbourhood,,
154371146,node,Henderson Springs,hamlet,,
154371269,node,Dover,hamlet,,
154371841,node,Beverly,hamlet,,
154371844,node,Jordan,hamlet,,
154371934,node,Arrwood Mill,hamlet,,
154371957,node,Sugarloaf Shores,hamlet,,
154371960,node,Ruckers Crossroads,hamlet,,
154372058,node,Logan Street Public Housing,hamlet,,3761200
154372076,node,Belews Creek,hamlet,,
154372101,node,Day Acres,hamlet,,3770660
154372170,node,Pecan Acres,hamlet,,
154372184,node,Gadsden,hamlet,,
154372224,node,Oak Grove Estates,hamlet,,
154372363,node,Rama,suburb,,3712000
154372380,node,Mount Tabor,hamlet,,3775000
154372389,node,New Hope,hamlet,,
154372497,node,Hickory Tree,hamlet,,
154372515,node,Rose Hill,hamlet,,
154372560,node,Greystone Heights,hamlet,,
154372726,node,Fork Hill Crossroads,hamlet,,
154372794,node,Union Hill,hamlet,,
154372809,node,Antioch,hamlet,,
154372865,node,Loch Arbor,hamlet,,
154372964,node,Mountain Creek,neighbourhood,,
154372997,node,Curry Hill,hamlet,,
154373251,node,Spring Valley,hamlet,,3712000
154373265,node,Windsong Trails,hamlet,,3712000
154373407,node,Pleasant Grove,hamlet,,
154373442,node,Conasauga Heights,hamlet,,
154373481,node,Glendale Acres,neighbourhood,,
154373498,node,Pine Grove,hamlet,,
154373567,node,Ellenwood Acres,hamlet,,
154373599,node,Rhodes Crossroads,hamlet,,
154373611,node,Wooded Valley,hamlet,,
154373618,node,Parkstone,hamlet,,
154373622,node,Isbell Heights,hamlet,,
154373694,node,Silver City,hamlet,,
154374546,node,Whitesburg,village,,
154374689,node,Cloud Creek,hamlet,,
154374842,node,Eaglewood,hamlet,,3738040
154374910,node,Hoopers Creek,hamlet,,3723760
154375054,node,Harris,hamlet,,
154375070,node,Woodland Heights,hamlet,,
154375118,node,Greenbriar,hamlet,,
154375139,node,South Sumter,hamlet,,
154375150,node,Grace,hamlet,,
154375168,node,Wexford,hamlet,,
154375183,node,Ashley Estates,hamlet,,
154375237,node,Briertown,hamlet,,
154375257,node,Burke Park,hamlet,,3775000
154375273,node,Little Doe,hamlet,,
154375306,node,Maple Forge,neighbourhood,,
154375317,node,Sulphur Springs,hamlet,,
154375337,node,Rabbittown,hamlet,,
154375404,node,Phinney,hamlet,,
154375437,node,Letitia,hamlet,,
154375552,node,Country Estates,hamlet,,
154375671,node,Nimblewill,hamlet,,
154375922,node,Sheppard Crossroads,hamlet,,
154375971,node,Rembert,village,,
154376182,node,Compton Woods,neighbourhood,,
154376262,node,Carriage Hills,neighbourhood,,
154376511,node,Fero,hamlet,,
154376520,node,Laurel Park Villas,hamlet,,
154376537,node,Meadow Brook Village,neighbourhood,,3744770
154376572,node,McKinney Cove,hamlet,,
154376586,node,Blue Ridge Forest,hamlet,,
154376810,node,Broadnax,neighbourhood,,
154376855,node,Laurel Falls,hamlet,,
154376942,node,Corinth,hamlet,,
154377051,node,Wilshire,neighbourhood,,
154377093,node,Waughtown,hamlet,,3775000
154377166,node,Goucher,hamlet,,
154377214,node,Cheddar,hamlet,,
154377228,node,Hyco,hamlet,,
154377245,node,Botany Woods,hamlet,,
154377276,node,Golf Estates,hamlet,,3736500
154377312,node,Teaguetown,hamlet,,
154377327,node,Silver Bluff,hamlet,,
154377350,node,Idlewild,suburb,,3712000
154377427,node,Batesburg,hamlet,,
154377544,node,Lockhart Oil Field,hamlet,,
154377755,node,Swannsylvania,hamlet,,
154377840,node,Grandview,neighbourhood,,
154377849,node,East Park,hamlet,,
154377970,node,Steeplechase,neighbourhood,,
154378035,node,Crims Crossroads,hamlet,,
154378133,node,Sweet Gum Trail,hamlet,,
154378195,node,Glenwood Acres,hamlet,,
154378278,node,Woodland Trailer Park,hamlet,,
154378314,node,Timbercreek,hamlet,,3769640
154378333,node,Westcliffe,hamlet,,
154378422,node,Leonardtown,hamlet,,
154378555,node,Osceola Village,neighbourhood,,
154378635,node,Ora,locality,,3761200
154378673,node,Norcross Mobile Home City,neighbourhood,,
154378744,node,Forest Drive,hamlet,,3700680
154379114,node,Wellington Park,neighbourhood,,
154379147,node,Blairmont,neighbourhood,,3707080
154379166,node,Wolf Ridge,hamlet,,
154379183,node,Stoney Brook,hamlet,,
154379192,node,Brickton,hamlet,,
154379230,node,Flows Store,hamlet,,
154379270,node,Rymers Ferry,hamlet,,
154379325,node,Suber,hamlet,,
154379336,node,Bridgewater,hamlet,,
154379360,node,Maud,hamlet,,
154379374,node,Ottway,hamlet,,
154379420,node,Sylvan Hills,hamlet,,
154379469,node,Sherwood Forest,hamlet,,
154379509,node,Keowee Shores,hamlet,,
154379531,node,Springdale,hamlet,,
154379658,node,Liberty Hill,hamlet,,
154379774,node,Overlook,hamlet,,
154379786,node,Bee Log,hamlet,,
154379821,node,Retreat,hamlet,,
154379989,node,Valley Creek,hamlet,,
154380049,node,Heath,hamlet,,
154380051,node,Smyrna,hamlet,,
154380240,node,Pine Forest,neighbourhood,,
154380318,node,Bethlehem,hamlet,,
154380347,node,Surf Side Club Estates,hamlet,,
154380452,node,Combstown,hamlet,,3723640
154380495,node,Milltown,hamlet,,
154380502,node,Mount Valley,hamlet,,
154380566,node,Forest Hills,hamlet,,
154380600,node,Cedar Grove,hamlet,,
154380695,node,Windvue Estates,neighbourhood,,
154380825,node,Ball Camp,suburb,,
154380899,node,Boney,hamlet,,
154380906,node,Concord,hamlet,,
154380945,node,Spring Park,hamlet,,
154380960,node,Belle Meade,hamlet,,
154380969,node,Lexington Woods,hamlet,,
154380994,node,Birdtown,hamlet,,
154381025,node,Cloaninger,hamlet,,
154381062,node,Castle Courts,neighbourhood,,
154381171,node,Pleasant Grove,hamlet,,
154381221,node,Hurricane,hamlet,,
154381617,node,Grey Fox Run,hamlet,,
154381845,node,Shoal Creek,hamlet,,
154381899,node,Camarian Estates,hamlet,,
154381954,node,Sampson,hamlet,,
154382018,node,The Shoals,hamlet,,
154382032,node,Cross Roads,hamlet,,
154382043,node,Wildwoods,hamlet,,
154382058,node,Poplar Tent,hamlet,,3714100
154382103,node,Baxter,hamlet,,3716220
154382139,node,Dickerson Estates,hamlet,,
154382155,node,Burningtown,hamlet,,
154382170,node,Hankins,hamlet,,
154382224,node,Wil-Mar Park,hamlet,,3714100
154382539,node,Trickum,suburb,,
154382725,node,Holly Hills,hamlet,,
154382774,node,Rio Vista,hamlet,,
154382794,node,Carlton,hamlet,,
154382822,node,Kenneytown,hamlet,,
154382840,node,Lakeside,hamlet,,
154382871,node,Westfields,hamlet,,
154382880,node,Clover Hill Estates,hamlet,,
154382892,node,Hunts Crossroads,hamlet,,
154382907,node,Transou,hamlet,,
154382944,node,McGuires,hamlet,,
154383215,node,Eastatoe,hamlet,,
154383320,node,Ashley Creek Village,neighbourhood,,
